ID,Value,C,D,E,F,G,H,I
20075,20075,PSOE,29.53,24.88,10.23,19.53,6.51,7.91
04123,4123,PP,11.47,50.06,24.13,3.35,7.29,2.51
04124,4124,PP,11.24,46.29,24.57,5.14,10.1,1.71
15090,15090,PSOE,30.21,24.48,14.61,13.03,7.22,7.8
04126,4126,PP,8.83,53.87,23.45,3.05,7.85,1.96
09010,9010,PP,28.01,29.27,12.57,9.58,10.65,8.05
07030,7030,PP,22.02,31.19,15.29,11.77,8.87,8.72
04128,4128,PP,14.02,45.77,23.92,5.15,7.01,2.06
07031,7031,PP,29.35,31.52,9.35,9.13,9.57,8.7
15099,15099,PSOE,29.71,29.15,14.5,14.09,6.56,4.6
04129,4129,PP,13.3,52.46,18.47,3.45,7.88,2.96
04092,4092,PP,22.72,33.22,14.8,10.84,10.84,6.2
07017,7017,PP,16.5,38.72,18.86,8.42,9.09,5.89
15122,15122,PSOE,25.68,25.36,16.69,14.77,8.99,7.06
15101,15101,PSOE,28.83,26.18,14.72,14.11,6.75,7.77
15131,15131,PP,21.3,30.19,16.67,17.22,5.74,6.85
07019,7019,PP,15.37,39.53,19.33,7.68,10.66,5.7
04130,4130,PP,10.43,55.43,24.78,1.96,5.43,1.52
15102,15102,PSOE,32.74,20.71,15.19,15.78,9.47,4.54
07093,7093,PP,12.43,50.26,23.3,3.27,7.98,1.44
20100,20100,PSOE,29.75,24.09,17.27,12.92,7.84,5.66
07092,7092,PP,11.51,51.02,20.72,3.07,10.61,1.53
04091,4091,PP,25.06,25.19,14.11,13.73,9.45,10.33
07091,7091,PP,20.16,47.21,11.48,8.2,7.05,5.08
15098,15098,PSOE,27.4,24,17.4,15.2,7.6,6.2
20076,20076,PSOE,29.55,19.85,15.22,17.16,7.31,7.91
07090,7090,PP,26.92,33.6,14.78,10.53,7.49,4.86
07064,7064,PP,20.65,34.55,15.73,8.15,10.39,7.72
20077,20077,PP,21.7,27.45,22.59,10.77,11.34,4.21
04085,4085,PP,22.16,31.47,14.4,10.69,11.29,7.5
04075,4075,PP,16.21,45.11,19.42,4.59,8.41,3.82
07063,7063,PP,21.13,30.75,15,12.75,10.5,9.13
15123,15123,PP,25.07,26.55,15.93,12.54,9.14,8.55
07026,7026,PP,23.65,28.29,13.91,12.02,11.16,9.46
04084,4084,PP,16.18,45.47,17.15,5.78,8.48,5.39
20001,20001,PSOE,33.62,20.68,11.03,16.76,8.59,7.1
07025,7025,PP,24.96,29.99,15.78,11.48,7.75,7.89
04094,4094,PP,17.74,38.31,18.64,7.23,10.85,5.2
15097,15097,PSOE,31.94,27.55,14.81,11.34,7.87,4.4
07024,7024,PP,19.44,30.56,19.44,7.64,12.73,9.03
20002,20002,PP,22.1,26.7,17.4,10.8,13,7.2
07023,7023,PP,16.41,45.55,15.64,6.6,7.52,5.67
07018,7018,PP,18.57,36.14,17.17,9.44,9.94,6.63
15093,15093,PSOE,28.67,23.25,17.4,12.55,10.27,5.42
15124,15124,PP,24.55,28.7,16.43,14.26,8.12,6.5
15130,15130,PSOE,28.57,25.82,12.74,15.66,9.47,5.16
07021,7021,PP,18.51,39.59,18.42,6.97,9.88,5.06
04076,4076,PP,11.74,48.76,23.14,2.64,8.26,2.31
15136,15136,PP,27.06,28.88,15.54,13.89,6.76,4.75
07094,7094,PP,13.14,46.92,20.02,4.04,10.62,3.13
04083,4083,PP,16.29,38.62,17.86,12.05,8.71,4.69
05031,5031,PP,16.05,32.09,21.39,11.99,9.72,6.48
07101,7101,PP,21.96,29.28,15.67,12.01,12.74,6.15
15096,15096,PSOE,27.95,26.66,14.12,15.13,8.5,6.05
20078,20078,PSOE,32.12,21.18,15.43,15.57,5.61,6.59
07122,7122,PP,20.58,33.73,17.8,10.09,9.56,6.77
15095,15095,PSOE,32.01,25.47,13.79,11.21,6.31,8.64
20079,20079,PSOE,39.47,11.57,15.75,16.51,8.35,7.21
07124,7124,PP,17.47,41.16,15.46,8.43,9.84,4.62
15132,15132,PSOE,32.93,21.95,11.58,16.41,8.08,7.84
04074,4074,PP,18.37,36.61,19.78,7.99,8.42,5.89
05014,5014,PP,18.51,32.44,16.61,10.92,13.13,5.85
07097,7097,PP,22.89,33.4,12.78,8.66,12.99,6.8
07128,7128,PP,9.42,47.65,24.67,4.33,9.23,3.2
07100,7100,PP,20.88,33.13,18.47,10.64,9.64,5.22
07123,7123,PP,20.4,37.73,15.87,8.4,10.53,6.13
15134,15134,PP,28.19,29.13,12.91,11.81,8.19,8.03
04077,4077,PP,11.14,48.89,22.67,3.93,9.31,2.49
20080,20080,PSOE,39.69,14.49,14.02,17.8,6.77,3.78
04082,4082,PP,13.44,38.49,21.73,8.84,10.68,4.6
15133,15133,PSOE,37.17,19.63,12.5,15.02,7.57,5.59
05032,5032,PP,24.05,28.86,17.59,11.65,10.89,5.44
20083,20083,PP,25.84,31.85,16.48,10.91,5.79,6.24
15094,15094,PSOE,26.58,26.01,15.52,14.22,9.34,7.18
15126,15126,PSOE,28.64,22.88,18.64,13.48,9.55,5.61
07126,7126,PP,12.59,39.68,28.99,4.98,9.37,3.81
07129,7129,PP,15.78,48.67,17.44,5.15,7.81,3.99
07127,7127,PP,16.26,38.38,19.8,7.98,9.09,6.26
05013,5013,PP,15.72,45.83,24.24,3.6,7.2,2.46
05030,5030,PSOE,25.67,22.73,12.43,16.31,10.29,10.96
04078,4078,PP,11.27,48.64,22.13,3.34,10.23,1.88
07096,7096,PP,14.94,42.2,20.71,6.29,9.04,4.85
07098,7098,PP,13.68,41.64,20.21,8.21,9.42,5.17
07099,7099,PP,23.49,31.95,15.03,10.71,11.92,5.7
05015,5015,PP,16.74,39.53,18.76,6.98,11.47,5.12
07103,7103,PP,24.03,29.92,14.68,8.9,12.35,6.9
20097,20097,PP,22.17,36.57,14.89,10.03,7.12,6.47
15138,15138,PP,26.84,30.37,16.1,12.27,8.28,4.6
07121,7121,PP,16.31,40.11,18.89,6.6,12.12,4.63
07102,7102,PP,21.64,31.46,16.84,8.77,9.24,9.36
20082,20082,PSOE,35.29,19.14,13.48,15.84,7.1,5.35
15092,15092,PP,23.13,35.23,14.72,8.94,10.83,5.15
15135,15135,PSOE,36.04,18.02,14.17,13.84,8.11,7.7
05033,5033,PP,20.14,36.63,18.47,7.75,11.32,4.18
05011,5011,PP,13.84,43.3,20.76,4.69,10.49,5.58
15146,15146,PP,18.93,38.29,15.75,4.62,14.45,5.49
05029,5029,PP,25.95,26.05,13.73,14.33,8.12,9.62
04079,4079,PP,11.93,46.19,22.46,4.82,10.91,2.41
15125,15125,PP,18.92,33.4,15.64,10.62,11.2,7.72
05016,5016,PP,23.7,35.14,14.55,8.52,8.52,7.07
07131,7131,PP,10.36,54.64,20.36,2.14,8.33,2.38
07110,7110,PP,19.14,33.49,13.73,12.19,11.73,7.25
07130,7130,PP,11.95,51.1,22.44,1.71,8.54,3.41
04081,4081,PP,9.65,45.76,25.68,4.17,10.04,3.26
20098,20098,PP,25.8,33.6,16.24,9.39,9.55,3.66
07105,7105,PP,18.48,38.83,17.77,6.3,11.17,6.02
05034,5034,PP,20.58,36.61,15.94,8.56,11.38,4.64
05035,5035,PP,18.46,37.44,15.38,9.87,11.15,5.64
15141,15141,PP,26.38,28.07,13.54,11.28,12.13,7.19
05018,5018,PP,21.85,31.5,15.28,12.6,8.71,8.71
05017,5017,PP,22.79,32.59,14.4,12.99,8.26,6.97
05028,5028,PP,25.26,28.2,15.22,12.54,11.07,5.62
15145,15145,PP,15.24,40.42,15.47,9.93,11.78,5.08
15127,15127,PP,22.68,34.62,15.6,8.19,11.95,5.75
15129,15129,PSOE,29.22,25.22,13.57,12.7,8,8
07125,7125,PP,12.33,49.33,20.36,4.31,10.4,2.38
07111,7111,PP,18.74,37.95,16.53,8.85,10.01,5.94
07109,7109,PP,20.72,39.21,17.62,8.81,7.94,4.47
05012,5012,PP,17.41,45.76,18.03,5.55,9.24,2.47
07108,7108,PP,20.97,35.74,14.6,9.56,11.91,5.54
07107,7107,PP,17.4,37.43,18.86,7.02,11.99,5.7
04080,4080,PP,8.77,43.47,30.6,3.9,9.16,2.34
20086,20086,PSOE,30.9,25.22,15.07,11.9,8.73,6.11
20105,20105,PSOE,26.42,24.75,14.88,11.24,12.3,8.12
05010,5010,PP,10.24,44.98,20.68,6.02,12.25,4.02
07133,7133,PP,10.13,51.18,20,5.79,9.08,2.76
05019,5019,PP,16.7,39.68,15.98,10.41,8.44,5.57
05001,5001,PP,6.84,58.66,26.4,1.26,5.59,0.7
05027,5027,PP,20.25,34.5,17.54,10.85,10.08,5.33
05025,5025,PP,19.22,35.89,18.68,8.2,10.35,5.38
15142,15142,PP,22.22,44.32,13.46,5.43,9.51,4.57
05042,5042,PP,22.54,31.22,16.08,12.56,8.92,6.46
07116,7116,PP,13.6,38.49,24.17,6.08,10.13,6.22
07106,7106,PP,22.6,36.57,14.09,9.96,8.63,6.08
07132,7132,PP,10.87,54.33,18.57,3.85,6.88,3.99
05026,5026,PP,24.25,34.69,15.94,8.7,9.18,6.09
20087,20087,PSOE,35.04,24.09,14.96,12.04,7.12,4.93
15147,15147,PP,10.74,47.52,22.52,3.51,10.33,3.51
05096,5096,PP,23.88,28.36,15.64,11.76,12,6.3
20088,20088,PSOE,30.95,24.5,14.29,14.68,7.04,6.35
07134,7134,VOX,5.41,40.21,40.98,1.03,8.25,2.58
05041,5041,PSOE,29.32,25.41,13.03,12.7,10.26,6.35
05002,5002,PP,7.3,55.6,25.39,1.54,6.47,2.47
05020,5020,PP,23.94,31.33,15.18,10.67,10.94,5.61
05024,5024,PP,21.24,35.14,18.92,7.14,9.85,6.37
05095,5095,PP,15.96,43.15,16.11,6.85,12.17,3.72
07095,7095,PP,11.48,48.11,20.55,4.02,11.48,3.33
05043,5043,PP,15.94,46.27,18.38,6.17,8.1,3.73
07114,7114,PP,16.47,39.24,21.01,6.89,10.67,4.2
15128,15128,PP,19.14,35.45,16.62,8.65,12.17,5.13
07115,7115,PP,17.41,38.75,18.9,5.94,12.21,5.73
07117,7117,PP,26.11,28.34,14.69,11.87,9.94,6.68
07135,7135,PP,17.42,38.55,17.97,7.82,10.97,4.94
05021,5021,PP,28.87,29.11,17.14,11.74,5.4,6.34
07118,7118,PP,21.86,33.77,16.5,9.62,8.42,7.54
09035,9035,PP,17.94,45.18,16.28,4.82,10.47,3.82
07119,7119,PP,18.23,31.89,17.15,10.67,11.63,8.99
15144,15144,PP,19.25,38.5,16.67,6.06,12.39,4.72
07120,7120,PP,19.35,36.65,17.81,9.42,10.32,4.26
05045,5045,PP,22.83,30.37,12.91,15.7,9.19,7.02
05102,5102,PP,16.8,47.39,16.48,3.96,10.62,2.69
20090,20090,PP,28.75,30.25,13,11.5,9.88,4.5
05036,5036,PP,17.08,38.64,17.52,6.69,13.47,4.58
20095,20095,PP,26.14,26.5,15.23,13.79,9.23,7.19
09083,9083,PP,13.38,39.67,22.62,4.08,14.47,4.25
20068,20068,PP,17.59,31.44,22.37,8.59,13.78,4.78
20121,20121,PP,19.04,26.88,20.88,10.64,16.32,4
20067,20067,PSOE,28.84,22.3,14.02,14.49,11.66,6.67
20116,20116,PSOE,27.19,24.61,15.73,11.12,12.92,6.63
20108,20108,PP,23.85,31.49,18.42,7.82,12.02,4.77
20070,20070,PSOE,37.72,18.36,10.78,18.16,5.19,7.98
05003,5003,PP,8.26,58.35,22.15,1.49,7.19,1.57
06001,6001,PSOE,28.44,23.38,15.48,14.53,8.21,7.42
06021,6021,PSOE,32.26,22.95,10.92,17.25,6.7,7.44
06034,6034,PSOE,28.61,20.8,16.08,12.77,12.77,7.33
06031,6031,PP,17.58,44.51,15.25,6.87,10.71,4.26
09002,9002,PP,23.7,28.13,14.71,15.23,7.68,8.2
06033,6033,PSOE,27.03,24.48,16.38,14.79,7.31,8.43
05037,5037,PP,20.79,42.03,16.38,5.08,9.94,4.29
06002,6002,PSOE,31.26,21.29,16.85,13.3,9.31,6.87
15178,15178,PP,20.68,31.87,15.21,7.79,15.33,6.93
05039,5039,PP,19.31,35.81,17.86,8.43,10.34,5.35
06035,6035,PP,26.27,30.51,15.46,11.22,6.84,6.43
15148,15148,PP,22.81,33.41,15.9,8.06,9.91,8.29
06028,6028,PP,11.44,52.22,21.5,3.18,7.63,2.65
06038,6038,PP,10.78,51.06,21.38,3.71,8.48,3.36
06037,6037,PP,25.22,31.48,13.6,13.42,9.3,4.29
05008,5008,PP,7.17,57.62,23.43,1.79,6.84,2.13
06019,6019,PSOE,29.92,25.39,12.31,14.51,9.2,6.61
15149,15149,PP,22.85,32.24,15.95,8.37,11.09,7.92
05006,5006,PP,5.94,59.92,23.14,1.52,7.08,1.77
05049,5049,PP,15.71,42.89,22.57,5.74,8.1,4.11
15180,15180,PP,16.58,33.01,19.48,8.03,14.13,7.06
05007,5007,PP,10.52,49.88,25.22,2.25,8.43,2.97
06004,6004,PSOE,28.01,17.84,13.07,20.54,8.51,9.54
06005,6005,PSOE,36.64,21.51,8.75,14.18,8.75,8.04
06036,6036,PSOE,30.9,23.6,11.99,16.48,7.12,7.68
06003,6003,PSOE,26.89,21.51,12.29,17.29,11.14,9.09
05005,5005,PP,7.02,53.18,26.42,1.56,9.59,1
05004,5004,PP,4.45,56.2,28.21,1.8,7.53,0.85
05038,5038,PP,20.92,33.5,18.79,8.25,11.39,5.53
06029,6029,PP,13.52,41.33,21.62,5.05,11.62,5.24
06039,6039,PP,11.02,49.57,22.89,4.3,10.15,1.55
06006,6006,PSOE,33.33,20.3,7.77,16.79,9.27,10.53
06018,6018,PP,25,26.66,15.4,13.58,11.26,5.96
06040,6040,PP,12.47,44.88,23.75,4.07,9.97,3.15
09085,9085,PP,21.54,30.77,18.75,9.71,10.77,7.02
06041,6041,PP,18.18,38.01,18.28,9.19,10.54,3.38
05099,5099,PP,22.82,34.84,13.92,8.65,11.86,6.1
09079,9079,PSOE,32.53,15.2,9.2,19.27,5.87,16.07
21014,21014,PP,24.24,29.45,14.83,10.85,12.95,6.51
06017,6017,PSOE,30.42,27.59,12.5,15.57,7.08,4.95
06008,6008,PP,24.95,26.15,15.37,17.56,6.59,7.98
09037,9037,PP,18.56,36.05,17.22,7.13,13.99,5.72
15150,15150,PP,16.02,44.58,18.61,6.07,10.75,2.59
06042,6042,PP,25.2,34.28,12.21,10.06,8.4,7.13
15153,15153,PP,18.26,41.7,19.29,7.68,6.02,5.19
16105,16105,PP,13.93,43.91,21.31,4.22,12.18,3.28
21012,21012,PP,26.23,26.39,15.41,12.79,10.98,6.07
05063,5063,PP,9.83,52.99,22.16,2.12,8.48,2.31
16002,16002,PP,10.95,45.23,25.56,2.33,11.46,2.94
06045,6045,PP,18.38,35.46,20.73,7.3,15.12,2.61
05064,5064,PP,12.56,49.22,21.35,3.85,9.42,2.43
06007,6007,PSOE,29.45,24.67,12.62,13.58,9.75,8.03
06009,6009,PP,26.86,29.94,11.81,13.27,8.9,6.8
06044,6044,PP,15.22,43.38,18.26,7.15,11.57,3.2
15175,15175,PP,25.68,28.01,15.3,16.26,8.2,4.78
05052,5052,PP,17.96,39.69,16.96,5.88,10.86,6.54
06016,6016,PSOE,34.62,23.08,12.25,16.52,6.27,6.55
06043,6043,PP,23.39,28.32,13.65,11.88,12.77,7.71
16001,16001,PP,13.58,42.87,22.29,5.98,10.42,2.99
05051,5051,PP,16.15,44.21,16.04,7.91,9.47,4.45
21011,21011,PP,20.14,33.46,17.51,9.63,12.84,4.57
06050,6050,PP,12.41,39.24,24.56,8.35,9.87,4.56
06015,6015,PSOE,33.18,25.23,12.73,12.73,7.05,7.73
21013,21013,PP,25.17,29.1,13.86,13.86,8.89,6.93
05062,5062,PP,10.66,52.37,19.03,4.01,9.74,2.91
15151,15151,PP,21.07,37.11,14.65,7.91,11.12,6.2
15154,15154,PP,22.39,31.29,17.18,8.74,10.74,5.98
05068,5068,PP,6.24,58.25,24.09,1.52,7.67,1.16
06012,6012,PSOE,35.88,17.36,15.05,12.5,8.1,9.72
06119,6119,PSOE,29.36,29.12,14.56,12.17,4.77,7.4
06046,6046,PP,13.44,42.23,24.57,3.55,11.04,4.13
06053,6053,PP,20.21,34.32,18.87,9.51,9.66,5.05
06048,6048,PP,17.24,38.56,22.73,4.7,11.29,3.61
05097,5097,PP,12.58,46.88,21.31,4.05,12.37,1.87
06049,6049,PP,17.55,38.46,23.47,6.51,8.48,3.55
06014,6014,PP,25.3,30.16,17.68,11.27,6.59,7.45
06125,6125,PP,24.49,27.64,15.4,12.71,9.65,7.88
05065,5065,PP,14.62,42.03,18.84,6.06,12.38,3.56
06051,6051,PP,23.18,34.51,18.75,8.46,9.11,4.43
15174,15174,PP,13.73,46.14,16.63,5.3,12.65,3.25
06013,6013,PSOE,31.51,24.37,13.45,12.18,7.98,9.66
21010,21010,PP,22.57,36.13,15.61,8.76,9.24,6.12
05057,5057,PP,19.15,35.74,16.88,8.23,11.06,6.24
06011,6011,PSOE,30.67,25.05,13.25,15.61,5.26,7.44
06052,6052,PP,27.12,31.12,14.95,10.79,8.47,6.16
16005,16005,PP,21.42,34.54,16.95,9.31,11.45,5.68
05098,5098,PP,11.76,34.88,29,8.21,10.26,4.38
05054,5054,PP,16.7,44.2,17.92,5.91,9.88,4.28
09038,9038,PP,21.75,31.47,16.52,11.66,9.96,6.44
06118,6118,PP,22.67,34.67,14,10.44,9.56,6.67
06054,6054,PP,22.14,36.7,16.05,8.47,9.66,5.2
05058,5058,PP,16.16,36.26,22.23,6.89,12.06,4.1
16121,16121,PP,15.26,38.96,21.46,6.21,13.73,2.64
06010,6010,PP,23.83,31.44,15.68,11.25,8.86,6.64
09039,9039,PP,25.79,30.86,15.23,12.89,8.23,6.17
16103,16103,PP,9.28,52.95,22.51,2.32,10.24,2.03
06061,6061,PP,13.61,39.79,25.65,4.01,10.99,4.71
21003,21003,PP,23.8,32.57,16.83,9.25,9.25,6.73
06060,6060,PP,23.88,30.28,16.09,12.63,9.52,5.36
06120,6120,PSOE,38.14,26.98,12.03,8.42,6.87,5.67
15155,15155,PP,17.76,38.04,17.97,7.63,12.64,4.28
05056,5056,PP,20.16,33.33,18.92,9.57,10.59,5.74
05059,5059,PP,21.54,27.47,21.32,9.01,14.07,5.49
05066,5066,PP,9.69,52.33,22.01,2.14,10.44,1.89
05061,5061,PP,12.88,48.56,21.8,2.81,10.65,1.87
05060,5060,PP,17.62,40.83,17.86,6.32,11.54,4.86
06123,6123,PSOE,28.86,24.95,12.66,13.78,9.87,7.45
06122,6122,PP,23.78,30.94,16.72,13.42,6.94,6.94
09040,9040,PP,26.63,30.49,14.74,11.22,6.87,8.38
21002,21002,PP,23.57,31.42,17.28,9.24,10.81,5.82
05067,5067,PP,7.33,53.28,23.88,2.6,8.83,3.05
09069,9069,PSOE,28.74,27.29,16.18,13.04,4.83,7.97
16113,16113,PP,9.49,50.05,21.76,3.64,11.22,2.88
06117,6117,PSOE,29.64,22.46,16.41,12.62,8.82,7.9
16009,16009,PSOE,33.01,16.6,12.11,19.14,7.23,7.42
06064,6064,PP,6.06,59.28,24.62,1.89,5.87,1.52
06116,6116,PSOE,33.68,20.6,14.52,12.98,9.27,6.59
16015,16015,PSOE,30.73,27.02,15.11,12.29,8.07,4.99
15157,15157,PP,17.73,39.74,18.39,8.05,9.85,4.93
06066,6066,PP,17.77,37.5,19.85,7.84,10.91,4.53
06058,6058,PP,23.12,35.52,16.3,7.8,8.64,6.69
06113,6113,PSOE,27.04,22.62,14.97,14.29,9.52,8.84
09068,9068,PSOE,30.89,24.9,13.9,14.48,9.27,4.63
09087,9087,PP,9.32,49.8,24.7,3.75,8.92,2.79
06108,6108,PSOE,28.3,27.15,13.19,11.28,8.03,9.56
21006,21006,PP,21.37,34.07,15.63,7.33,13.31,6.59
06114,6114,PSOE,26.83,21.85,13.79,16.86,11.03,8.17
05073,5073,PP,8.77,54.16,23.96,1.72,8.5,1.72
06065,6065,PP,9.38,53.94,20.94,2.68,8.38,1.84
16003,16003,PP,13.27,44.87,21.5,3.01,13.52,2.61
16104,16104,PSOE,27.31,22.3,12.65,15.73,12.65,7.51
16016,16016,PSOE,29.23,27.42,12.64,11.66,10.18,7.22
16102,16102,PP,15.59,40.93,21.5,3.68,13.91,3.12
09033,9033,PP,21.18,31.84,16.27,10.24,11.78,6.59
06109,6109,PSOE,32.31,19.09,13.34,17.14,9.06,6.98
09067,9067,PSOE,31.5,23.15,12.17,19.33,6.92,4.06
16014,16014,PSOE,35.28,28.57,11.7,10.5,8.78,3.79
09078,9078,PP,4.58,60.53,27.06,1.08,5.33,1.08
06067,6067,PP,22.43,31.7,16.02,10.96,10.96,6.58
16011,16011,PSOE,31.51,20.26,14.31,16.88,7.72,6.91
16012,16012,PSOE,36.71,18.36,13.04,15.7,6.04,7.73
16008,16008,PSOE,34.33,18.08,15.42,17.25,7.46,5.97
15158,15158,PP,18.96,38.41,17.75,6.64,11.11,5.19
05072,5072,PP,10.46,51.15,22.52,3.37,8.95,2.75
06107,6107,PP,24.82,31.28,13.8,14.83,6.9,6.02
05070,5070,PP,9.38,49.17,24.36,3.48,10.06,2.34
16007,16007,PP,21.4,35.28,15.17,9.56,11.31,5.77
16013,16013,PSOE,34.81,26.11,10.99,12.82,7.94,6.41
09070,9070,PP,16.83,34.05,24.07,9.39,7.44,6.46
05074,5074,PP,7.6,55.95,22.36,1.32,9.91,1.76
09058,9058,PSOE,32.25,30.3,13.42,12.55,6.06,3.03
06112,6112,PSOE,30.77,22.86,15.38,17.14,6.37,5.49
06068,6068,PSOE,30.35,27.67,15.72,11.01,8.96,4.72
16020,16020,PSOE,30.43,25.87,13.54,11.66,10.72,5.9
05083,5083,PP,19.32,39.46,18.95,4.99,10.91,3.7
06110,6110,PSOE,27.63,20.57,15.23,17.11,8.32,9.11
16017,16017,PSOE,33.23,27.74,15.55,11.43,7.62,3.51
05078,5078,PP,11.87,50.09,20.22,2.97,11.5,2.23
06111,6111,PSOE,25.86,20.56,14.95,15.99,11.01,8.83
21027,21027,PP,16.8,35.21,22.02,4.55,14.32,4.95
09066,9066,PSOE,34.61,26.49,12.89,10.5,6.44,7.16
16019,16019,PSOE,29.53,27.42,13.88,13.18,8.08,6.68
16018,16018,PP,29.69,30.42,13.3,10.2,9.11,5.46
09065,9065,PSOE,32.15,21.14,18.29,11.37,7.46,6.22
09061,9061,PSOE,34.72,21.53,14.58,16.44,5.79,5.79
21005,21005,PP,19.78,35.76,16.82,7.27,12.76,5.92
16024,16024,PSOE,33.18,22.58,15.45,12.27,8.79,5.68
06105,6105,PSOE,30.97,20.69,13.49,15.77,8.11,8.34
16022,16022,PP,23.12,30.15,14.53,13.32,11.02,6.05
05075,5075,PP,9.29,53.36,22.04,2.37,9.88,2.27
09057,9057,PSOE,31.13,20.41,15.26,18.97,7.01,5.57
06104,6104,PSOE,30.92,14.29,16.24,16.05,10.18,9.59
06069,6069,PP,23.98,31.98,16.8,10.57,9.21,6.1
06092,6092,PSOE,29.92,22.69,14.62,13.45,9.75,6.72
09064,9064,PSOE,30.56,23.66,13.3,15.47,7.8,8.44
06070,6070,PP,18.13,34.91,21.96,8.33,10.14,4.62
06106,6106,PSOE,30.56,20.74,16.67,18.33,5.19,7.22
06103,6103,PSOE,31.14,18.12,12.62,17.05,7.79,10.47
09075,9075,PP,12.54,44.44,25.5,3.35,9.12,3.85
09041,9041,PP,15.06,44.01,16.86,8.59,7.95,6.15
06071,6071,PP,12.34,47.44,23.24,3.04,9.46,2.4
09054,9054,PSOE,35.56,22.19,13.51,12.23,8.53,6.69
16026,16026,PSOE,32.7,22.27,9.72,17.77,9.95,6.64
09073,9073,PP,8.41,54.73,24.02,1.79,8.6,1.26
09060,9060,PSOE,36.07,23.16,11.46,13.99,7.24,6.88
06126,6126,PSOE,27.76,22.4,13.25,15.46,11.2,7.1
05084,5084,PP,15.46,40.88,18.81,5.96,11.08,5.49
16030,16030,PSOE,31.59,23.72,13.87,11.47,9.59,8.22
16021,16021,PP,28.23,30.89,16.51,8.92,9.32,4.26
16098,16098,PP,25.39,28.79,15.69,9.7,12.18,6.91
21025,21025,PP,22.26,32.36,18.86,6.81,13.5,4.01
06102,6102,PSOE,28.61,18.32,15.06,17.82,8.28,9.66
16035,16035,PP,18.94,34.06,19.88,10.56,7.87,6.94
15159,15159,PP,14.95,49.89,15.3,4.91,9.82,3.2
06072,6072,PP,23.28,29.99,17.55,11.55,10.47,5.73
16029,16029,PSOE,32.93,25.71,13.61,12.52,8.84,4.35
16031,16031,PSOE,31.32,23.97,14.58,13.82,9.83,3.89
06094,6094,PSOE,28.19,21.23,14.04,16.47,9.63,8.35
05076,5076,PP,6.8,56.06,23.39,2.34,8.65,1.35
16034,16034,PP,26.62,28.91,13.86,12.86,9.37,5.88
05082,5082,PP,11.07,50.28,21.23,3.6,10.1,2.7
05077,5077,PP,7.47,51.93,24.97,1.98,10.85,1.52
16027,16027,PSOE,27.43,26.11,16.81,11.28,8.19,6.86
16028,16028,PSOE,31.43,27.04,12.21,10.1,12.21,5.37
09063,9063,PSOE,30.87,27.04,14.64,13.06,7.92,4.88
06091,6091,PSOE,30.06,23.17,13.05,16.42,7.04,8.21
06101,6101,PSOE,28.3,17.01,18.58,13.37,9.38,11.46
09055,9055,PP,26.96,28.51,12.39,12.11,10.47,7.47
06093,6093,PSOE,33.97,18.28,13.28,15.17,8.28,7.59
09056,9056,PP,25.57,29.66,15.7,11.98,9.06,5.84
16025,16025,PP,24.81,25.49,15.07,14.69,9.59,7.46
16037,16037,PSOE,32.97,25.36,16.67,10.14,7.07,5.98
09053,9053,PSOE,26.83,24.15,12.52,10.91,13.77,8.94
16100,16100,PSOE,29.88,21.4,11.31,14,13.06,7.94
16032,16032,PSOE,26.72,23.8,13.83,15.24,10.91,7.34
16101,16101,PSOE,28.15,24.21,14.41,13.51,9.8,8.11
21032,21032,PP,18.56,34.72,19.92,6.88,13.35,3.86
06074,6074,PSOE,28.16,19.18,17.55,18.16,6.33,6.94
06095,6095,PSOE,35.7,14.61,16.08,15.24,9.81,6.47
16033,16033,PP,24.94,29.82,16.44,10.66,9.52,6.69
06129,6129,PSOE,26.55,22.16,16.06,16.38,8.89,6.96
06076,6076,PP,21.94,33.99,18.18,10.47,7.71,6.13
05087,5087,PP,15.98,41.71,18.8,6.32,9.57,4.87
09044,9044,PP,14.91,41.63,21.1,6.89,8.72,5.2
06098,6098,PSOE,32.91,13.1,21.09,16.29,7.35,6.39
06096,6096,PSOE,28.44,16.48,18.28,16.93,7,11.29
05088,5088,PP,15.11,43.28,19.59,4.66,9.89,5.22
09049,9049,PSOE,29,23.72,12.69,16.47,8.16,7.4
09090,9090,PSOE,27.17,24.43,14.52,11.32,11.87,7.81
09051,9051,PSOE,32.51,21.56,11.29,14.33,10.27,8.92
16044,16044,PP,24.77,30.03,17.49,8.67,10.06,7.12
09050,9050,PSOE,30.28,23.31,9.96,19.12,8.96,7.17
06097,6097,PSOE,26.55,23.89,19.91,12.83,8.85,4.87
16045,16045,PP,25.46,26.72,18.59,8.52,11.42,6.2
21030,21030,PSOE,26.73,25.39,18.37,10.24,9.8,6.9
05086,5086,PP,22.96,31.27,20.28,8.17,10.28,5.92
06073,6073,PSOE,34.22,16.41,14.02,16.67,8.08,7.7
16046,16046,PP,25.93,30.99,18.83,9.77,8.97,4.17
16036,16036,PP,14.02,41.39,21.16,4.54,14.42,3
16049,16049,PSOE,28.75,24.83,15.66,10.63,9.4,8.05
06075,6075,PSOE,29.62,20.75,19.81,13.21,8.68,6.79
09086,9086,PP,6.14,53.88,30.2,1.44,6.42,1.25
06127,6127,PSOE,35.3,15.66,15.66,17.17,7.14,5.08
16043,16043,PSOE,28.46,28.06,17.79,11.46,6.92,6.52
